 CHR_A         BP_A    SNP_A      MAF_A  CHR_B         BP_B    SNP_B      MAF_B           R2 
     2        38586  2:38586   0.278689      2        47761  2:47761   0.180328     0.569412 
     2        38586  2:38586   0.278689      2        47893  2:47893   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        48048  2:48048  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        48909  2:48909   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        49081  2:49081   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        49100  2:49100  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        49180  2:49180  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        49969  2:49969   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        50072  2:50072   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        50571  2:50571   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        51211  2:51211   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        51404  2:51404   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        51635  2:51635   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        52491  2:52491   0.327869     0.178624 
     2        38586  2:38586   0.278689      2        52695  2:52695  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        53019  2:53019   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        53260  2:53260  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        53660  2:53660   0.459016     0.361715 
     2        38586  2:38586   0.278689      2        53946  2:53946   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        55520  2:55520   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        55568  2:55568  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        55569  2:55569   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        55671  2:55671   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        55815  2:55815   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        56383  2:56383   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        56663  2:56663   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        56797  2:56797   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        57787  2:57787  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        58635  2:58635  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        58700  2:58700   0.180328     0.569412 
     2        38586  2:38586   0.278689      2        58804  2:58804   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        58806  2:58806   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        58928  2:58928  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        58942  2:58942  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2        59142  2:59142   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        59437  2:59437   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        60020  2:60020  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        60638  2:60638  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        60640  2:60640  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        61218  2:61218  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        61499  2:61499  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        61623  2:61623   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        61963  2:61963   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        62202  2:62202   0.459016     0.361715 
     2        38586  2:38586   0.278689      2        62245  2:62245  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2        62626  2:62626   0.180328     0.569412 
     2        38586  2:38586   0.278689      2        62932  2:62932   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        63437  2:63437   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        63596  2:63596  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        63962  2:63962   0.180328     0.569412 
     2        38586  2:38586   0.278689      2        64724  2:64724   0.180328     0.569412 
     2        38586  2:38586   0.278689      2        64980  2:64980  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        65725  2:65725   0.459016     0.361715 
     2        38586  2:38586   0.278689      2        66332  2:66332   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        66683  2:66683   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        66801  2:66801   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        66816  2:66816  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        67289  2:67289   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        68794  2:68794   0.393443     0.386991 
     2        38586  2:38586   0.278689      2        68818  2:68818   0.327869     0.178624 
     2        38586  2:38586   0.278689      2        69134  2:69134  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        69332  2:69332   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        69910  2:69910  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2        70444  2:70444  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        70660  2:70660   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        71092  2:71092   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        71284  2:71284  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        71682  2:71682  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2        72831  2:72831  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        73411  2:73411  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        73763  2:73763   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        73961  2:73961   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        73978  2:73978  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        75539  2:75539   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        75736  2:75736   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        75763  2:75763   0.180328     0.569412 
     2        38586  2:38586   0.278689      2        76050  2:76050   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        76106  2:76106   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        76533  2:76533   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        76766  2:76766   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        77079  2:77079   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        77120  2:77120   0.459016     0.361715 
     2        38586  2:38586   0.278689      2        77407  2:77407   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        77691  2:77691   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        77756  2:77756   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        77795  2:77795  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2        78334  2:78334   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        79207  2:79207   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        79601  2:79601  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        79864  2:79864   0.459016     0.361715 
     2        38586  2:38586   0.278689      2        79914  2:79914  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        79999  2:79999   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        80553  2:80553   0.180328     0.569412 
     2        38586  2:38586   0.278689      2        80828  2:80828  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        81124  2:81124   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        81761  2:81761  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        81780  2:81780  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        81942  2:81942   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        82040  2:82040   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        82330  2:82330  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        82810  2:82810   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        82842  2:82842   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        83657  2:83657  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        83740  2:83740   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        84200  2:84200   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        85008  2:85008  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        85261  2:85261   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        86223  2:86223   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        86224  2:86224   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        86356  2:86356  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        86421  2:86421  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        86869  2:86869  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        86974  2:86974   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        87226  2:87226  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        88086  2:88086   0.459016     0.361715 
     2        38586  2:38586   0.278689      2        88132  2:88132   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        88133  2:88133  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        88169  2:88169   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        88421  2:88421  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        88445  2:88445   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        88932  2:88932  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        89240  2:89240   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        89681  2:89681   0.180328     0.569412 
     2        38586  2:38586   0.278689      2        89706  2:89706   0.180328     0.569412 
     2        38586  2:38586   0.278689      2        89711  2:89711   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        90062  2:90062   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        90328  2:90328   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        90382  2:90382   0.180328     0.569412 
     2        38586  2:38586   0.278689      2        90940  2:90940   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        91084  2:91084  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        92409  2:92409   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        92694  2:92694   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        92786  2:92786   0.459016     0.361715 
     2        38586  2:38586   0.278689      2        92866  2:92866   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        94613  2:94613  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        94729  2:94729   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        95004  2:95004   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        95487  2:95487   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        95691  2:95691   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        96711  2:96711  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        96820  2:96820   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        97429  2:97429  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2        98034  2:98034   0.459016     0.361715 
     2        38586  2:38586   0.278689      2        98332  2:98332   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2        98362  2:98362  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2        98598  2:98598  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        99613  2:99613   0.295082     0.230114 
     2        38586  2:38586   0.278689      2        99647  2:99647  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2        99797  2:99797   0.180328     0.569412 
     2        38586  2:38586   0.278689      2       100163 2:100163   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       100678 2:100678  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       100764 2:100764   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       101391 2:101391   0.180328     0.569412 
     2        38586  2:38586   0.278689      2       101508 2:101508   0.180328     0.569412 
     2        38586  2:38586   0.278689      2       101765 2:101765   0.180328     0.569412 
     2        38586  2:38586   0.278689      2       102864 2:102864   0.459016     0.361715 
     2        38586  2:38586   0.278689      2       102942 2:102942  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       104556 2:104556  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       104870 2:104870   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       104942 2:104942   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       105445 2:105445  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       105519 2:105519  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       105626 2:105626   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       105729 2:105729   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       106005 2:106005   0.459016     0.361715 
     2        38586  2:38586   0.278689      2       106241 2:106241   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       106346 2:106346   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       106373 2:106373   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       106740 2:106740   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       107093 2:107093   0.180328     0.569412 
     2        38586  2:38586   0.278689      2       107627 2:107627   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       108084 2:108084  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       108147 2:108147   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       109007 2:109007  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       110545 2:110545   0.459016     0.361715 
     2        38586  2:38586   0.278689      2       112165 2:112165   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       112217 2:112217  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       112239 2:112239   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       112463 2:112463   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       112587 2:112587  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       112656 2:112656   0.180328     0.569412 
     2        38586  2:38586   0.278689      2       112922 2:112922  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       113037 2:113037  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       114451 2:114451   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       115201 2:115201  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       115325 2:115325   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       116083 2:116083   0.180328     0.569412 
     2        38586  2:38586   0.278689      2       116239 2:116239   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       116744 2:116744  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       116936 2:116936  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       117872 2:117872  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       117959 2:117959   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       119231 2:119231   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       119252 2:119252    0.42623     0.249374 
     2        38586  2:38586   0.278689      2       119368 2:119368   0.442623     0.230686 
     2        38586  2:38586   0.278689      2       120521 2:120521  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       121301 2:121301  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       121636 2:121636   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       121771 2:121771   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       121946 2:121946   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       121990 2:121990   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       122074 2:122074   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       122247 2:122247  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       122279 2:122279   0.459016     0.361715 
     2        38586  2:38586   0.278689      2       122442 2:122442   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       123206 2:123206   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       123390 2:123390   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       123391 2:123391   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       124223 2:124223   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       124836 2:124836   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       125370 2:125370  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       125521 2:125521   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       125717 2:125717  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       126541 2:126541  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       126641 2:126641   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       126851 2:126851  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       127340 2:127340   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       127468 2:127468  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       127539 2:127539   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       127786 2:127786  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       127851 2:127851  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       128084 2:128084   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       128159 2:128159   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       128427 2:128427   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       128493 2:128493   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       128725 2:128725   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       128887 2:128887   0.180328     0.569412 
     2        38586  2:38586   0.278689      2       129037 2:129037   0.180328     0.569412 
     2        38586  2:38586   0.278689      2       129181 2:129181   0.180328     0.569412 
     2        38586  2:38586   0.278689      2       129183 2:129183   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       129401 2:129401   0.180328     0.569412 
     2        38586  2:38586   0.278689      2       129486 2:129486  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       129757 2:129757  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       130186 2:130186   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       130377 2:130377  0.0819672     0.231092 
     2        38586  2:38586   0.278689      2       130446 2:130446   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       130447 2:130447   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       130459 2:130459   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       130662 2:130662   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       131368 2:131368   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       131369 2:131369   0.295082     0.230114 
     2        38586  2:38586   0.278689      2       131480 2:131480   0.180328     0.569412 
     2        38586  2:38586   0.278689      2       131607 2:131607   0.114754    0.0500842 
     2        38586  2:38586   0.278689      2       132227 2:132227  0.0983607     0.282353 
     2        38586  2:38586   0.278689      2       133139 2:133139  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       133144 2:133144  0.0655738     0.181631 
     2        38586  2:38586   0.278689      2       133145 2:133145  0.0655738     0.181631 
