 CHR_A         BP_A       SNP_A      MAF_A  CHR_B         BP_B       SNP_B      MAF_B           R2 
     1      2535189   1:2535189   0.131148      1      2204283   1:2204283   0.213115   0.00698854 
     1      2535189   1:2535189   0.131148      1      2204415   1:2204415   0.245902    0.0492207 
     1      2535189   1:2535189   0.131148      1      2204426   1:2204426   0.245902    0.0492207 
     1      2535189   1:2535189   0.131148      1      2204506   1:2204506   0.245902    0.0492207 
     1      2535189   1:2535189   0.131148      1      2204680   1:2204680   0.245902    0.0492207 
     1      2535189   1:2535189   0.131148      1      2204796   1:2204796   0.262295    0.0147045 
     1      2535189   1:2535189   0.131148      1      2205795   1:2205795   0.262295    0.0147045 
     1      2535189   1:2535189   0.131148      1      2205828   1:2205828   0.262295    0.0147045 
     1      2535189   1:2535189   0.131148      1      2205928   1:2205928   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2207022   1:2207022   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2207179   1:2207179  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2207205   1:2207205   0.213115    0.0408805 
     1      2535189   1:2535189   0.131148      1      2207308   1:2207308   0.491803    0.0353114 
     1      2535189   1:2535189   0.131148      1      2207376   1:2207376  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2207614   1:2207614   0.491803    0.0353114 
     1      2535189   1:2535189   0.131148      1      2207769   1:2207769   0.491803    0.0353114 
     1      2535189   1:2535189   0.131148      1      2208142   1:2208142   0.245902    0.0118984 
     1      2535189   1:2535189   0.131148      1      2208145   1:2208145   0.245902    0.0118984 
     1      2535189   1:2535189   0.131148      1      2208780   1:2208780   0.245902    0.0118984 
     1      2535189   1:2535189   0.131148      1      2208825   1:2208825   0.213115    0.0408805 
     1      2535189   1:2535189   0.131148      1      2208915   1:2208915  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2208940   1:2208940   0.213115    0.0408805 
     1      2535189   1:2535189   0.131148      1      2208992   1:2208992   0.196721   0.00491352 
     1      2535189   1:2535189   0.131148      1      2210114   1:2210114   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2210363   1:2210363   0.131148    0.0187122 
     1      2535189   1:2535189   0.131148      1      2210406   1:2210406  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2210991   1:2210991   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2211035   1:2211035  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2211374   1:2211374   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2211439   1:2211439  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2211566   1:2211566   0.213115   0.00698854 
     1      2535189   1:2535189   0.131148      1      2211851   1:2211851   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2213516   1:2213516    0.42623   0.00161984 
     1      2535189   1:2535189   0.131148      1      2213528   1:2213528   0.393443    0.0455789 
     1      2535189   1:2535189   0.131148      1      2213536   1:2213536   0.442623   0.00201422 
     1      2535189   1:2535189   0.131148      1      2213600   1:2213600   0.295082    0.0304715 
     1      2535189   1:2535189   0.131148      1      2213714   1:2213714   0.213115    0.0012246 
     1      2535189   1:2535189   0.131148      1      2213810   1:2213810   0.245902    0.0118984 
     1      2535189   1:2535189   0.131148      1      2215210   1:2215210   0.213115    0.0012246 
     1      2535189   1:2535189   0.131148      1      2215419   1:2215419   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2216296   1:2216296   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2216539   1:2216539   0.278689    0.0367773 
     1      2535189   1:2535189   0.131148      1      2217772   1:2217772   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2218044   1:2218044   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2218123   1:2218123  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2218269   1:2218269   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2218580   1:2218580   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2218735   1:2218735   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2218751   1:2218751   0.213115   0.00698854 
     1      2535189   1:2535189   0.131148      1      2219237   1:2219237   0.278689    0.0367773 
     1      2535189   1:2535189   0.131148      1      2219309   1:2219309   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2220081   1:2220081   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2220590   1:2220590   0.278689    0.0367773 
     1      2535189   1:2535189   0.131148      1      2220876   1:2220876    0.47541   0.00610209 
     1      2535189   1:2535189   0.131148      1      2221470   1:2221470   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2221580   1:2221580   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2221629   1:2221629   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2221814   1:2221814   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2221831   1:2221831   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2221902   1:2221902   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2221914   1:2221914   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2221931   1:2221931   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2221970   1:2221970   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2221975   1:2221975   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2221978   1:2221978   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2221980   1:2221980   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2221984   1:2221984   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222043   1:2222043   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222054   1:2222054   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222065   1:2222065   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222075   1:2222075   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222097   1:2222097   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222127   1:2222127   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222269   1:2222269   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222271   1:2222271   0.196721   0.00491352 
     1      2535189   1:2535189   0.131148      1      2222281   1:2222281   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222306   1:2222306   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222323   1:2222323   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222330   1:2222330   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222333   1:2222333   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222373   1:2222373   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222386   1:2222386   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222387   1:2222387   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222389   1:2222389   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222390   1:2222390   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222400   1:2222400   0.295082    0.0304715 
     1      2535189   1:2535189   0.131148      1      2222407   1:2222407   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222408   1:2222408   0.278689    0.0367773 
     1      2535189   1:2535189   0.131148      1      2222415   1:2222415   0.213115    0.0012246 
     1      2535189   1:2535189   0.131148      1      2222441   1:2222441   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2222716   1:2222716  0.0983607    0.0164666 
     1      2535189   1:2535189   0.131148      1      2222721   1:2222721  0.0819672    0.0134771 
     1      2535189   1:2535189   0.131148      1      2222723   1:2222723  0.0983607    0.0164666 
     1      2535189   1:2535189   0.131148      1      2222726   1:2222726  0.0819672    0.0134771 
     1      2535189   1:2535189   0.131148      1      2222727   1:2222727  0.0819672    0.0134771 
     1      2535189   1:2535189   0.131148      1      2222737   1:2222737  0.0983607    0.0164666 
     1      2535189   1:2535189   0.131148      1      2222752   1:2222752  0.0819672    0.0134771 
     1      2535189   1:2535189   0.131148      1      2222765   1:2222765  0.0819672    0.0134771 
     1      2535189   1:2535189   0.131148      1      2222779   1:2222779  0.0983607    0.0164666 
     1      2535189   1:2535189   0.131148      1      2222785   1:2222785  0.0819672    0.0134771 
     1      2535189   1:2535189   0.131148      1      2222788   1:2222788  0.0819672    0.0134771 
     1      2535189   1:2535189   0.131148      1      2222801   1:2222801  0.0819672    0.0134771 
     1      2535189   1:2535189   0.131148      1      2222803   1:2222803  0.0983607    0.0164666 
     1      2535189   1:2535189   0.131148      1      2222807   1:2222807  0.0983607    0.0164666 
     1      2535189   1:2535189   0.131148      1      2222819   1:2222819  0.0819672    0.0134771 
     1      2535189   1:2535189   0.131148      1      2222823   1:2222823  0.0819672    0.0134771 
     1      2535189   1:2535189   0.131148      1      2222832   1:2222832  0.0819672    0.0134771 
     1      2535189   1:2535189   0.131148      1      2223312   1:2223312   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223357   1:2223357   0.213115   0.00698854 
     1      2535189   1:2535189   0.131148      1      2223382   1:2223382   0.196721   0.00491352 
     1      2535189   1:2535189   0.131148      1      2223529   1:2223529   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223545   1:2223545   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223583   1:2223583   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223585   1:2223585   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223596   1:2223596   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223600   1:2223600   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223614   1:2223614   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223615   1:2223615   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223769   1:2223769   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223825   1:2223825   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223839   1:2223839   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223847   1:2223847   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223860   1:2223860   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223868   1:2223868   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223892   1:2223892   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2223905   1:2223905   0.196721   0.00491352 
     1      2535189   1:2535189   0.131148      1      2224026   1:2224026   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2224043   1:2224043   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2224048   1:2224048   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2224054   1:2224054   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2224155   1:2224155   0.213115    0.0012246 
     1      2535189   1:2535189   0.131148      1      2224171   1:2224171   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2224207   1:2224207   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2224238   1:2224238   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2224263   1:2224263   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2224298   1:2224298   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2224407   1:2224407   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2224484   1:2224484   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2224504   1:2224504   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2224523   1:2224523   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2224531   1:2224531   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2224635   1:2224635   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2224768   1:2224768   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2225016   1:2225016  0.0819672    0.0134771 
     1      2535189   1:2535189   0.131148      1      2225345   1:2225345   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2225357   1:2225357   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2225467   1:2225467   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2225485   1:2225485   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2225508   1:2225508   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2225524   1:2225524   0.213115    0.0012246 
     1      2535189   1:2535189   0.131148      1      2225544   1:2225544   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2225725   1:2225725   0.213115    0.0012246 
     1      2535189   1:2535189   0.131148      1      2225742   1:2225742   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2225919   1:2225919   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2226063   1:2226063   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2226101   1:2226101   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2226137   1:2226137   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2226446   1:2226446   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2226458   1:2226458   0.131148    0.0187122 
     1      2535189   1:2535189   0.131148      1      2226477   1:2226477   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2226490   1:2226490   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2226497   1:2226497   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2226504   1:2226504   0.213115    0.0012246 
     1      2535189   1:2535189   0.131148      1      2226654   1:2226654   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2226799   1:2226799   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2226889   1:2226889   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2226895   1:2226895   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2226920   1:2226920   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2226988   1:2226988   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2227133   1:2227133  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2227359   1:2227359   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2227363   1:2227363   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2227388   1:2227388   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2227401   1:2227401   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2227551   1:2227551   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2227689   1:2227689   0.278689    0.0367773 
     1      2535189   1:2535189   0.131148      1      2228029   1:2228029  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2228270   1:2228270   0.278689    0.0367773 
     1      2535189   1:2535189   0.131148      1      2228326   1:2228326  0.0819672    0.0134771 
     1      2535189   1:2535189   0.131148      1      2228537   1:2228537   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2228734   1:2228734   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2228753   1:2228753   0.491803    0.0082395 
     1      2535189   1:2535189   0.131148      1      2229470   1:2229470   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2229863   1:2229863   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2230008   1:2230008   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2230073   1:2230073  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2230140   1:2230140   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2230277   1:2230277   0.245902    0.0118984 
     1      2535189   1:2535189   0.131148      1      2231151   1:2231151   0.278689    0.0367773 
     1      2535189   1:2535189   0.131148      1      2231280   1:2231280   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2231363   1:2231363   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2231400   1:2231400   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2231664   1:2231664   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2231682   1:2231682   0.245902    0.0118984 
     1      2535189   1:2535189   0.131148      1      2231750   1:2231750   0.278689    0.0367773 
     1      2535189   1:2535189   0.131148      1      2231772   1:2231772   0.213115    0.0012246 
     1      2535189   1:2535189   0.131148      1      2232023   1:2232023   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2232045   1:2232045   0.213115    0.0012246 
     1      2535189   1:2535189   0.131148      1      2232098   1:2232098   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2232722   1:2232722   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2232936   1:2232936   0.213115    0.0012246 
     1      2535189   1:2535189   0.131148      1      2232966   1:2232966   0.213115    0.0012246 
     1      2535189   1:2535189   0.131148      1      2233653   1:2233653  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2233742   1:2233742   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2236287   1:2236287  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2236543   1:2236543  0.0983607     0.472048 
     1      2535189   1:2535189   0.131148      1      2236901   1:2236901   0.131148    0.0187122 
     1      2535189   1:2535189   0.131148      1      2237433   1:2237433   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2237532   1:2237532   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2237611   1:2237611  0.0819672    0.0134771 
     1      2535189   1:2535189   0.131148      1      2237629   1:2237629   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2237686   1:2237686   0.262295    0.0147045 
     1      2535189   1:2535189   0.131148      1      2238378   1:2238378  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2238407   1:2238407   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2238558   1:2238558  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2240296   1:2240296    0.42623   0.00161984 
     1      2535189   1:2535189   0.131148      1      2240851   1:2240851   0.311475    0.0250154 
     1      2535189   1:2535189   0.131148      1      2240892   1:2240892   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2241195   1:2241195   0.311475    0.0250154 
     1      2535189   1:2535189   0.131148      1      2241419   1:2241419   0.213115    0.0012246 
     1      2535189   1:2535189   0.131148      1      2241912   1:2241912   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2241952   1:2241952   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2243117   1:2243117   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2243830   1:2243830   0.213115    0.0012246 
     1      2535189   1:2535189   0.131148      1      2243854   1:2243854   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2244304   1:2244304   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2244734   1:2244734   0.245902    0.0118984 
     1      2535189   1:2535189   0.131148      1      2244943   1:2244943   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2245087   1:2245087   0.114754     0.220525 
     1      2535189   1:2535189   0.131148      1      2245730   1:2245730   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2246511   1:2246511   0.196721   0.00271146 
     1      2535189   1:2535189   0.131148      1      2246527   1:2246527   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2246574   1:2246574  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2246824   1:2246824   0.196721   0.00271146 
     1      2535189   1:2535189   0.131148      1      2246944   1:2246944   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2247438   1:2247438   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2247439   1:2247439   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2247498   1:2247498   0.196721   0.00271146 
     1      2535189   1:2535189   0.131148      1      2247550   1:2247550   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2248139   1:2248139  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2248504   1:2248504   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2248505   1:2248505   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2248971   1:2248971   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2249145   1:2249145   0.245902    0.0118984 
     1      2535189   1:2535189   0.131148      1      2249357   1:2249357   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2249703   1:2249703  0.0819672     0.350539 
     1      2535189   1:2535189   0.131148      1      2249802   1:2249802   0.245902    0.0118984 
     1      2535189   1:2535189   0.131148      1      2250499   1:2250499   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2250504   1:2250504   0.114754    0.0271788 
     1      2535189   1:2535189   0.131148      1      2250505   1:2250505   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2250970   1:2250970   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2251332   1:2251332   0.196721   0.00271146 
     1      2535189   1:2535189   0.131148      1      2251336   1:2251336   0.196721   0.00271146 
     1      2535189   1:2535189   0.131148      1      2251774   1:2251774   0.196721   0.00271146 
     1      2535189   1:2535189   0.131148      1      2252536   1:2252536   0.196721   0.00271146 
     1      2535189   1:2535189   0.131148      1      2253714   1:2253714   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2254096   1:2254096   0.278689     0.017736 
     1      2535189   1:2535189   0.131148      1      2254635   1:2254635   0.245902    0.0118984 
     1      2535189   1:2535189   0.131148      1      2256025   1:2256025   0.245902    0.0118984 
     1      2535189   1:2535189   0.131148      1      2256380   1:2256380   0.196721   0.00271146 
     1      2535189   1:2535189   0.131148      1      2256865   1:2256865   0.196721   0.00271146 
     1      2535189   1:2535189   0.131148      1      2257026   1:2257026   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2257028   1:2257028   0.196721   0.00271146 
     1      2535189   1:2535189   0.131148      1      2257535   1:2257535   0.245902    0.0118984 
     1      2535189   1:2535189   0.131148      1      2257541   1:2257541   0.229508   0.00932285 
     1      2535189   1:2535189   0.131148      1      2258288   1:2258288   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2258356   1:2258356   0.180328    0.0332075 
     1      2535189   1:2535189   0.131148      1      2258368   1:2258368   0.196721   0.00271146 
     1      2535189   1:2535189   0.131148      1      2260201   1:2260201   0.278689    0.0900546 
     1      2535189   1:2535189   0.131148      1      2260247   1:2260247   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2260792   1:2260792   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2261070   1:2261070   0.311475    0.0244745 
     1      2535189   1:2535189   0.131148      1      2261174   1:2261174   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2261475   1:2261475   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2261575   1:2261575   0.196721   0.00271146 
     1      2535189   1:2535189   0.131148      1      2262482   1:2262482   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2262539   1:2262539   0.245902    0.0118984 
     1      2535189   1:2535189   0.131148      1      2262701   1:2262701   0.245902    0.0118984 
     1      2535189   1:2535189   0.131148      1      2263365   1:2263365   0.393443    0.0804118 
     1      2535189   1:2535189   0.131148      1      2263400   1:2263400   0.196721    0.0369657 
     1      2535189   1:2535189   0.131148      1      2264971   1:2264971   0.229508    0.0449619 
